User_ID,Description,Browser_Used,Device_Used,Is_Response
id10395,"We have been to San Francisco many times but never have we had the level of service that we received at this hotel. from the bell desk to the Concierge we were treated exceptionally well. Very, very impressed!!",Firefox,Mobile,happy
id10396,"I was running in the half-marathon, and was looking for a hotel that was in close proximity to the race start and the expo. After learning that this was a top rated hotel in Philly, I decided to give it a try. Everything was perfect, and the staff couldn't have been more friendly or helpful! The room was very clean, modern, a good size, and ours had a nice view of the city. The hotel is in the Rittenhouse Square area, which has excellent restaurants and shopping. And they offered several perks for our stay - a later checkout time, a place to store our luggage after checkout (so my wife and I could spend more time in the city), and restaurant recommendations. They even left us two bottles of water and popcorn in our car, when it was picked up from valet parking! The wine reception they hold every night in the lobby is also a nice treat, and a great way to be welcomed to this unique hotel.",Safari,Mobile,happy
id10397,Wonderful pool large clean rooms well decorated offers a bridge into the terminal. Food is a little expensive but that is to be expected. Excellent salmon salad.,Chrome,Tablet,happy
id10398,"No complaints at all. They were amazing with making arrangements for our group in advance, and when we got there, the good service didn't stop. Although, the bar closes about - hours too early.",Firefox,Tablet,happy
id10400,"Just loved the Hilton Garden Inn in Tribeca-Soho area just off Ave of Americas and Canal St. Little Italy, the Financial District, Greenwich Village, and Chinatown are all in close proximity. The property also sports a restaurant with an excellent selection of tap brews and offers valet parking for $-- a night. May seem like a lot but that is pretty much the going rate for --hr hotel parking in NYC. The room was clean, the service was top notch, and helpful maps are offered free of charge. The room was very quiet and we slept soundly. They even allowed us a -:-- check out free of charge. Breakfast is also included in the rate and they offer coffee, cereal, bagels, fruit, juice and eggs any way you like (including egg whites) with all the stuffings.",Google Chrome,Mobile,happy
id10401,I have stayed at Hotel Deca twice and I can't wait until I get to go back. The restaurant is fantastic too!,Edge,Desktop,happy
id10404,"This is a great small hotel in the city. It is in a slightly quieter part about - minutes from -th Avenue, which is quite a relief after a full day in the city. The rooms are spacious for a small hotel with high ceilings. I would recommend avoiding rooms at the back of the hotel where we were as there is a pretty noisy air conditioning unit. The staff are very friendly and we can strongly recommend the restaurant. The steak is exceptional and the service equally good. We would definitely stay again.",Opera,Desktop,happy
id10405,"my husband and i stayed here a few years ago, so i can't vouche for now, but it was a great hotel. it was sleek and stylish. the room was very small, but we expected that and the AC was noisy....
other than that it was GREAT",InternetExplorer,Desktop,happy
id10407,"My wife and I recently stayed at the Henderson's Wharf Inn and we definitely enjoyed our stay. The room was spacious, the beds were very comfortable, but the room could have had more light. We kept our shades closed because our room was on the ground level (as are all the rooms) and we did not want walker-runners along the pier peering into our room. But, our view from the room of the harbor was lovely.
Service: There could be more front desk staff. During our stay, it seemed like the young lady working the front desk was extremely busy and she was the only person at the front desk working until the next morning. Inspite of this, she provided great service. The bottle of wine upon check-in is a nice touch.
Food: the continental breakfast was fantastic and was one of my favorite aspects of the hotel. The continental breakfast offered nice variety and the fool was delicious. The woman who tended to the breakfast was friendly and efficient; she provided great service.
Value: Truly, the only issue I had with the hotel was the price. It's an expensive hotel for what one receives. My wife and I have been fortunate to travel and stay in some great hotels worldwide and it seems in our travels; we have experienced more for what we paid for at other hotels than what we paid for at the Henderson's Wharf Inn. The Henderson's Wharf Inn is a nice hotel and I will recommend it, but it could add something more.",Firefox,Tablet,happy
id10410,"Stayed two nights with DH at this excellent hotel. Platinum upgrade to a gorgeous suite - even the bathroom had a hallway! Comfortable bedding, swank sitting area, spotless bathroom with Bliss products. Common rooms were gorgeous - loved hanging out in the lobby to play checkers, or a drink I guess. We were there during a very quiet time when the rooftop club was closed so room on the --th floor was ok, otherwise staff said they put guests wanting a quiet room on the -th floor so try to book that ahead of time. Location was perfect if you want to visit Hollywood Boulevard sites (you can just walk out the door), Griffith Park, Laugh Factory, and the Hollywood sign are a short drive away.",Edge,Desktop,happy
id10411,"This was the most amazing one nighter I have ever experienced! From the moment we got there we felt like Royalty. The staff was exceedingly friendly and so very helpful. Jose Rosales answered every question we had. We got there early and they stored our luggage for us while we walked to the Alamo. When we got back we were shown to our room which was simply put, HUGE. We were able to upgrade to a suite and was worth every penny. That evening we were able to host some friends for after dinner drinks. Thank you so much Hyatt, Jose and the rest of the staff for making us feel welcome and comfortable.",Firefox,Desktop,happy
id10412,"i stayed at this hotel in mid-August for work, our conference was in the hotel. i found the different floor motifs to be quite amusing! I was on the --th floor, and i do recommend if you are at all superstitious to let them know at check in that you prefer a different floor! my room was nice, and clean, but it was one of their smaller rooms with just one queen bed. It was nice and the bed was very comfortable, i had no problem sleeping. But if i was paying for the room myself, or if i was staying longer, i would have preferred a larger room, because although nice & cozy, it would be too cramped for a longer stay. all in all, a nice place very convenient location.",InternetExplorer,Desktop,happy
id10414,"We travel for work and I'm constantly looking for new and intersting places to stay. The Inn at The Black Olive was perfect. I didn't feel like I was stuck in another hotel but rather staying somewhere fun and relaxing. The location was amazing and the beds are really comfortable. The restaurant upstairs was excellent. Everyone was really nice and helpful. i only had a few thoughts that weren't totally positive, but they in no way will keep me from staying there every time we're in Baltimore for work. The TV in the living room was on the smaller side. As I don't watch TV a lot that doesn't really matter to me. There was no dock or stereo hookup for an ipod. Would have been nice, but again, I wasn't there to just sit in the room for hours. They only carried glass bottles for water. I get why for sure but it would have been nice to have something more easy to carry outside the hotel. Maybe have water bottles in the room that they can charge for?",Google Chrome,Desktop,happy
id10415,"we paid well over the odds for this hotel but found it a greation location, only across the road from Macy's. Well worth a stay but keep looking as the price keeps going up and down.",Internet Explorer,Mobile,happy
id10416,"Just back from five nights in the Belvedere and felt the need to write in support of the hotel. Location cannot be faulted, short walk to the subway, Times Square and the theatres on Broadway. Our room had a kingsize bed and was on the --th floor it faced the back of the hotel, it was extremely quiet and the view was good. The room was very spacious and much larger than I thought it would be having read some previous reviews. It was also in good decorative order. Yes the bathroom was quite small, but just how much time do you spend in a bathroom when there's so much to see and do in New York. Housekeeping was excellent.
The price represented excellent value for money and this comes from someone who never books anywhere without first checking up on tripadvisor.",Edge,Mobile,happy
id10417,"I stayed here for a seminar and wasn't expecting much. After all, you are pretty much locked in to this location. I wouldn't recommend commuting o McCormick Place on a daily basis... 
Anyway the hotel was very clean, staff was attentive and always friendly (they even told us how to get free Internet). The room was clean and modern but the highlight of the entire stay was the shower! Holy cow this thing had pressure and was instantly hot! It was like our own private spa! 
Overall a great place to stay and the hotel was clean, close to the city activities and the only real option if you're in town for a convention.",Mozilla,Desktop,happy
id10418,"I had stayed the Elysee's sister property the Casablanca in June and really liked it and decided to try the Elysee because of the location in midtown. This was going to a quick -- hour trip from LA to NYC so I e-mailed the hotel ahead of time and requested a room at the back of the hotel as I'm a very light sleeper, and with the trip being so short I was really hoping they would me able to accommodate me. I had booked a deluxe king room. While checking in I was told that I had been upgraded to a one bedroom suite at the back of the hotel. I felt like reaching across the counter and planting one on the nice young man! I was escorted up to my suite and absolutely giddy with delight as this never happens to me. The suite was spectacular! The living room was very large for NYC standards and had a plasma tv in the armoire. The bedroom was equally large and spacious and the bathroom was done in marble. I only wished my stay was to be longer than -- hours.
The complimentary breakfast can be delivered to your room for only $-. I called and requested this service in the morning and it was brought immediately up which consisted of a large pot of coffee, bagels, and fruit. I tipped the deliveryman and dug in! I couldn't believe what incredible service I was getting. 
The wine and cheese in the evening was generous and relaxing. The free wi-fi in the room was also very much appreciated.
What sets the Elysee apart is the staff. Each request or inquiry was met with a professional response. The hotel is boutique style so its very intimate and the staff addresses you on a first name basis, making it feel like home. 
I travel to NYC quite a bit for business and pleasure and I have tried them all, but this will be my new home away from home. The abundant complimentary breakfast, wine and cheese and free wi-fi make the Elysee such a great value. And no, its not cheap, but what is in NYC? If you add in the complimentary services and the fantastic staff the Elysee simply can't be beat. And thanks again to everyone who made my stay so effortless. Only wish I could have stayed in the suite for a week!",Firefox,Desktop,happy
id10420,"My wife and I stayed at the Lucerne with our two boys (-- and --) for three nights last week (April ----). The room (two double beds) was small, but not an issue for us as we were not in the room except to sleep. The lower cost is worth the trade-off in space. The hotel was clean and the staff was friendly. The neighborhood is great fun. We enjoyed being in an area where people live. Places to eat (especially breakfast), Central Park, and the museums were within easy walking distance. The subway stop was on the same block as the hotel, and on a line convenient to many of the sites you would want to see. We went to Times Square one night and were glad to have a quiet area to return to. Overall, the Lucerne is a great place to stay and see the city.",Edge,Desktop,happy
id10421,"I stayed in this hotel for - nights, and have no reason for any complaints at all. The service provided was excellent and the hotel was well located to shops, restaurants, Chinatown etc.
I most definitely will recommend this hotel when friends of mine go to San Francisco",InternetExplorer,Mobile,happy
id10424,"My wife and I stayed at the Buckingham Hotel for - nights in mid-April ----. We booked via the hotels website, and got a rate of $--- (plus taxes) for the standard room. it was well-equipped (video player, CD, kitchnettett, safe). We stayed on the --th floor, and our room facing --th Street was a bit noisy, with the - AM garbage truck, ---- police sirens and what have you, so if you are sensitive, you might want to chose a room facing the back. Otherwise the hotel was flawless: the desk downstairs, amenities, cleaning, the bed, everything just perfect (and we are pretty fuzzy). Free wireless in the comfortable business center (but a charge of $-- if you want it in your room). Faboulus value for the location and standard. Highly recommended. And a nice breakfast deli just next doors.",IE,Mobile,happy
id10425,Stayed for a graduation and was looking for the best value in the Galleria area. I found it! I love how cozy the place feels; the lobby reminds me of an old country inn. The room was spacious and especially liked the seating area next to the bed. Had breakfast and must say that this place has the best waffles. The buffet had everything you need to start your day. Especially great is the complimentary business center where I was able to use the internet and print my boarding pass all at no charge. The staff was very friendly and helpful. I was pleased and would absolutely stay here again. Did not use the pool but it looked inviting and those using it seemed very happy.,InternetExplorer,Mobile,happy
id10426,"Booked this hotel on a special deal, stay - nights and get - free. Also offered $-- credit towards breakfast each day, which was advertised as """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""free breakfast"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" as well as free unlimited mini bar in room, free wifi, etc. Most of that was great, hotel was very nice and clean as well as updated, the staff was extremely courteous and knowledgeable. Only issues we had were on the deal we booked as there seemed to be a catch to each of the offerings... perhaps their marketing was a little bit more generous than the actual offerings were in reality. - night free was great, except that they charge you for that night anyway upfront then credit back to you several days after you leave... not the best if you didn't plan on taking that money out of your wallet on a family trip (we booked - rooms, so the extra charge was $---). Breakfast credit sounded great except that a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""hot"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" buffet was $-- for one person and if you ordered a la carte it was still going to add up to roughly $-- each. We had - total people, - adults, - kids and it was all we could do to keep the bill under $--- each morning for breakfast. If the breakfast was actually good I wouldn't have minded but it was lacking to say the least. Matter of fact the free items in the lobby were just as good and FREE! lol. I do not recommend eating here if you're staying, complete rip off. Mini bar in the room was a nice touch, everything but the alcohol was free. It's not """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""unlimited"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" as they advertise, they restock once for each day so use it wisely. Other than that, the rest was good. Rooms do offer limited privacy in the bathroom area though as the toilet glass door is mirrored but the shower door has no frosting or mirror to block spectators. Good if you're with your spouse, bad if you have kids in the room. :)
Overall I'd recommend it if you can get it for the rates we did as it's nice and in a good location on Wall and Water. And yes, read other reviews on the location... this hotel is really on Water St, not Wall if you're trying to drive to it.",Mozilla Firefox,Mobile,happy
id10427,"A great location just off the Magnificent Mile on Illinois, almost at the dividing line between The Loop and the Magnificent Mile. My wife and I stayed here and could walk to the northernmost tip of The Mile and as far south Millennium Park. All staff including front desk, valet, breakfast staff and cleaning staff were outstanding. Our room was a king suite with seperate dining area, living room and bedroom. In wall safe was an appreciated item. I requested an inside room, not fronting Illinois, to reduce exposure to the fire trucks screaming out of the fire hall next door. Noise was not a problem. Rate was around the $--- a night mark, great value for this gem.",Google Chrome,Mobile,happy
id10430,"An excellent hotel - for business or pleasure. The location is excellent - very close to Time Square. First about reaching here - you are much better of using the taxi or the group airport van to arrive here from JFK or Newark airports. Dont go for the 'avoid the traffic and use the train' !! Or else you could be in Penn Station in -- minutes (incl -- mins just to reach the station on the airports) but waiting for cabs over there for the next --. 
The hotel itself is great. But if you are planning to arrive early and put some luggage in the hold, remember that they charge you like $- per day or so - which is really pittance but not free (thankfully they waived it off for me). The hotel is bustling -- hrs and the happenning places are vely close by - so enjoy !!!",Internet Explorer,Mobile,happy
id10432,"I was pleasantly upgraded to a Lake view room, which is always nice.
The room was comfortable, but here's a disclaimer. Because of the funky W styling, there are a set of shutters in a window that seperates the bathroom from the sleeping area. If you're traveling with a companion, this would not allow for much privacy, but if you're traveling alone it enables you to see the view of the lake while you're literally standing in your shower. 
The lobby bar area is fun, but seemed to close rather early.",Firefox,Tablet,happy
id10435,"We were in Chicago for a wedding with friends. We booked the last part of our trip through ----hotels.com. We arrived at the Affinia in late morning of the --th of July, ----. We were shocked to learn our rooms had been cancelled by ----hotels.com. We had already prepaid for the rooms. Yikes! When the staff learned of our trouble they went above and beyond to help us find a solution to the problem.They even tried to find us a different hotel close to the area we wanted to be in. We ended up staying at the Affinia in one giant room with two king beds. The room was above our expectations. We did cut our vacation short because of the snafu but it had nothing to do with the treatment we received at the Affinia. 
The management of the Affinia should be proud of the staff we encountered during our stay at their place of business. We we would recommend this hotel and it's staff to anyone. 
Our Best to the Staff of the Affinia
SMKindall",Edge,Mobile,happy
id10437,"My family recently stayed at the Sportsmen in Studio City. It has an amazing swimming pool, great food, very nice staff. The front desk was very nice and accomodating..even checked us in before our check-in time. Room was very nice, little out dated but reasonable priced. The bathroom was very small and the room had very thin walls. 
Overall, I enjoyed my stay (stayed for -- days). Would stay again.",Google Chrome,Mobile,happy
id10438,"The room was very clean and kept that way throughout my stay. Staff was incredibly friendly and responsive, and I felt like a VIP even though I had a special rate for a conference. I still got a paper, for instance, even though my rate was --% off. Normally deeply discounted fares or Priceliners are given a little less goodness. Free laundry for guests, also. And everyone was a concierge. . .if they didn't know how to get to the restaurant or attraction you wanted, they would find the person who knew momentarily.
Perfect, perfect, staff.
ONLY NEGATIVEs:
-. Rooms are a bit small for this price range, but very clean and nice, and the location of this hotel is amazing, but you pay for it.
-. One night, Sunday, I went to the pool (around -pm local time) and the skimmer-pump was turned off, so the water was stagnant and kinda cloudy. I don't know if it was just bad timing, but it was a big turnoff. Otherwise the facilities are very clean. If the pool is open til midnight (which is generous), keep the pump on, please.
Overall excellent experience, but with --% in taxes on top of your room rate, you can easily spend three hundred a night and I don't know if location and magical service is worth that.",Chrome,Tablet,happy
id10439,"I stayed here one night on a business trip. Got a great rate compared to the downtown hotels. This is the only hotel that is at the entrance to the airport, so if you want an airport hotel, this is it. It is also right in the middle of the marina with boats and beautiful views in every direction. 
Check in was quick because it was late night. Got upgraded as a SPG member even though I was paying a very low rate. The room was bigger than average because of the curvature of the room. Exceptionally clean with --"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" flat tv and nicely decorated. King bed was big and comfortable. I only heard one plane before I dozed off, but the room is sound proofed well. 
The lobby is bigger then most hotels downtown. It has a great social-computer center with free Internet and computer use. There are two restaurants and two different bars, and a full service Starbucks. Although the prices for food in the bar were high, I think they are on par with most - star hotels. While the menu had some high priced items, there were many items in the $----- range. 
Although parking is $--, this is the same if not less than what many - star hotels charge downtown. I have paid as much as $--. 
Since there are dozens of hotel choices in the downtown area, this hotel only makes sense for me if I don't need to get around the city. Although only - miles from the heart of downtown, it is on a peninsula and a little detached from anything other than the marina and airport. On the other hand, it's location provides great views, particularly at sunrise and sunset while viewing the big city in the background.",Mozilla,Desktop,happy
id10440,"As a life long fan of the New Yorker and the famous Round table legend, I checked in for a long weekend -------- worried that after a recent renovation the Algonquin couldn't possibly live up to expectations. But it surpassed them- I loved this hotel and as much as l like to try new places, it will be hard to pry me away from here on future visits. Deliciously old fashioned in the best ways imaginable. Great, polite, accomodating service without the snooty attitude common at so many other famous places; small and intimate ambience- the doormen will remember you! ; understated and classy lobby and bar; great location. Despite recent renovation still feels like Dorothy Parker would be at home here. 
Yes the rooms and baths are small, but the beds are as comfortable as any ritzy resort and, after all, its New York. You aren't going to stay in your hotel room all day anyway are you?
If you like modern, soulless box hotels or snotty must-be-seen places- go elsewhere. But if you want to feel a part of the living history of New York, count yourself lucky if you get to stay here-its the best!",IE,Desktop,happy
id10441,Enjoyed our stay at the Thompson LES. Loved the neighborhood! only complaint is that we could not cool down the room. It was near -- almost the entire time. Complained once and they sent someone right up. They said because it was still cool outside that the hotels ac unit wont kick on until it hits a certain temperature. Well I guess it never hit that temperature because we set the room at the lowest temperature and it never cooled down.,Google Chrome,Desktop,happy
id10442,"The room was very nice, modern and clean. The location can't be faulted. The staff were exceptionally friendly and helpful, without being intrusive. The roof top bar is just as awesome as it looks in the photos, and the barman there knows what he is doing when it comes to cocktails.
The hotel restaurant was one of the few places in the US where I have found what I (as a Brit) consider to be a decent breakfast.
A couple of little niggles - there's no out of hours rooms service at all, and also no way to make tea or coffee in your room. If there's no room service, they should at least give you a kettle.
Overall though, a really nice hotel and I would happily stay there again",InternetExplorer,Mobile,happy
id10445,"My boyfriend and friends went to celebrate my --th B-day in San Francisco it was difficult finding a Hotel that would accommodate -- people. Being that is was my first time going I didn’t know were and what hotel to choose from I came across The Opal, it had reasonable prices online and was able to book with them over the phone with “Nick” very nice and informative. I had remembered after the fact that I have AAA and called customer service to find out if they give discounts they told me yes I would just show my card when I check in and get the discount. My posse and I got there at -am in the morning as I’m checking in the lady tells me they have no more parking and will have to park a block away, I was annoyed at the fact that if I booked - Jr. suites they should have enough parking to accommodate the cars arriving. I then ask about the AAA discount the lady tells me she can’t override the price only a manager can and he comes in the morning. I was upset and tired that I opted to fix the problem in the morning. We get into our rooms they are not what expected for Jr. Suites small rooms we had to rearrange our sleeping arrangements. The next morning I spoke with a very pleasant rep “Angela” at the front desk I explain the situation of the parking and AAA, she begins by apologizing she tells me how the discount works which is not how I was told over the phone the -nd time; I was unable to get the AAA discount but I did get - days of free parking worth $-- a day and a bottle of wine for my birthday which I was very satisfied with. She also was very helpful in giving us recommendations for restaurants and things to do in the city. I didn’t have any problems after that as a matter of fact the last day of check out was fast and easy “Carlo” checked us out told us how to get to the Golden Gate Bridge. I realized a day later on our drive back that I forgot my dress and my boyfriends dress shirt in the closest. I called right away they have a lost and found rep “Miriam” she was polite and helpful she said they did have it I asked if they would be able to ship it to me with no hesitation she said of course we can do that for you. I now have my belongings and back home with great memories to look back on.",Mozilla,Desktop,happy
id10446,"This hotel is what you would generally expect a Homewood Suites to be like. The staff was very friendly from check-in to check-out of my two week stay. Breakfast was usually hot, and there was always enough food out. There is a Manager's Reception each Monday-Thursday night like at all Homewood's, but I did not attend one of those so I can't comment on the quality. The rooms are awesome. I was fortunate enough to be able to book a fireplace suite. They provide you one firelog for free, but any remaining logs you must buy yourself. They do sell them at the front desk, but if you are going to use more than - I would simply buy them from the nearby Target or Walmart for cheaper. The suite was very spacious. The bedroom itself is the size of your common hotel room. The living area have both a semi-comfortable chair, and a not so comfortable at all couch. The kitchens are equipped with a stove top and microwave, but there is no oven which I find to be a negative. At the very least, a convection oven combined with the microwave would be nice. You will not have a problem finding a place to store your luggage as there are plenty of closets and two sets of drawers. My room also had a patio which would be a nice addition for the Summer months. Some very important advice is that there is a railroad track that runs adjacent to this property. If you are a HiltonHonors member, you are given to option to select your room before you arrive. Rooms on the South side of the property and on the East side of the property are ones to stay away from if you are a light sleeper. My room was in the Southeast corner of the property (the absolute worst place) so I could actually feel the floors shake when the trains went by. Luckily I am not a light sleeper. As far as location, it is a short drive to several restaurants and a great shopping mall. Of course, not all business travelers have the luxury of a rental car so it is nice to be able to walk to restaurants. Well, that will not happen if you stay here. However, they do provide a shuttle that will take you anywhere within a - mile radius. I did not use the shuttle, so I can't comment on how convenient it is. Overall, this is definitely an excellent place to stay for the price. If you are familiar with the Homewood Suites brand, this property will not disappoint. Just stay away from the South and East side of the property and you will have nothing to complain about.",Opera,Tablet,happy
id10447,"I've stayed here a few times over the years.
Don't expect a full-service hotel. That's not what this is. These are excellent short-term serviced apartments though.
If you need a base in NYC for a few days, or even a couple of weeks, they're clean, safe and well maintained. I've always had a very large room and a small kitchen, which means I've been able to fix my own breakfast before heading out in the morning.
There are ample delis, a Kinkos and Grand Central just around the corner. I've found the staff to be helpful, but not overly outgoing. There's no bar or restaurant - if you're looking for somewhere practical it's a great place to stay.",Edge,Mobile,happy
id10448,"Stayed here August -- - -- and we were pleased with the visit. The decorum is definitely fashion over function but in the end we didn't feel comfort had been sacrificed for aesthetics. 
Our room was on the fourth floor overlooking West --th but we didn't experience any noise problems from the street below. The bedroom was typical in size for NYC, enough room for bed, furnishings, and space to maneuver. The bathroom was close to equal in size with the bedroom with a full shower and a wall shelf for toiletries. The bed was firm but comfortable, the closet and drawers provided plenty of storage space, and the lighting could be adjusted from subtle to extremely bright as needed. 
We visited the bar and ordered a cheese plate (rather plain) and drinks (fresh and delicious). The prices were typical for a hotel bar but the service was friendlier and more attentive than most we've visited. The bar is small but open to the street so there was still plenty to see.
While we stayed here we visited MOMA and attended a concert at the Beacon Theater. We had no problems walking from the hotel to the subway or nearby destinations. We did check our luggage at the front desk for a short period and had no trouble retrieving it later.",Safari,Desktop,happy
id10449,"I was very worried once my boyfriend told me he had booked the Dream hotel and then read these review. Some are ture the staff can bea bit rude but nothing more than you would expect in New York. 
The room was small but wow how fantastic the bed was. I wanted to try and get it in my suitcase !!! But really if you are going to New York why would you want to spend all your time in your room. This hotel is not great for business people it is a trendy chic boutique hotel in Manhattan.
I would reccommend any brit to use this hotel, just for the location and beds alone.
The shower was lush !!! Just what I needed after walking all day and night.
The room service was brill (brits - all the freebies you can fit into your suitcase) the shampoo soap etc was lush !!! I still have some and it is brill.
The bar in the hotel is so nice... very very dark but very cool...
PLEASE PLEASE DO NOT BE PUT OFF BY THE BAD REVIEWS. This hotel is not the best you will stay in, but for location, and chic it beats the rest.
I only spent a weekend in New York so location was everything, this did the job. - mins from Times Sq, - mins from Central Park.
- Mins from all the shops.
LOVE IT... xx",IE,Desktop,happy
id10450,"I recommend the Burnsley to anybody visiting Denver in a heartbeat! The Russian Gulag-chic concrete exterior is unfortunate but don't let that put you off... The Burnsley is in an excellent location only four or so blocks from the state capitol building and all tourist attractions are easily accessible - in addition the hotel offers a free courtesy shuttle within three miles. We got dropped at the Tabour Center and wondered back along --th street and took the day visiting everything there was to see and do. Parking is covered and convenient and the neighbourhood is safe and quiet.
The staff were wonderful, especially Wyatt, who despite seeming to be doing every job under the sun when we were checking in, took time to accomodate our needs and was really smiley and helpful (as were all the staff we met without exception).
The room was lovely; a two room unit on the seventh floor overlooking the downtown area and the mountains. The bedroom was generously sized, the bed huge and comfortable and the a-c nice and chilly! The main living area shared both the view and balcony and was comfortably furnished. The bonus of it's former life as an appartment block is the sheer amount of space you get for your money - lovely to have been able to have really spread out.
I would be the first to admit that it is perhaps a little outdated and worn in places (but certainly not unstylish) in some of it's furnishings but that somehow added to it's comfortable homely charms! 
In summary, if I could live there, I would!",Chrome,Mobile,happy
id10452,"I stayed here for a week on business and felt very welcome. The room was large and comfortable, with a plush and elegant feel. I was initially assigned a room directly above the restaurant, but the staff were very responsive to my request to move and arranged to move all my things while I was out the next day so my new, quieter room was ready for when I returned. 
Staff were almost always very pleasant and made me feel very welcome when passing through the small foyer (which does not really lend itself to any gatherings-meetings beyond an initial meet up). Overall, the standard of service was excellent. 
Food at the hotel's Firefly restaurant, and room service, was generally very good, although prices could have been more reasonable. 
The location is only a hundred metres from Du Pont Circle and the surrounding bars, restaurants and shops. It is within an easy walk of Georgetown (about -- mins) and a little longer walk (about -- mins) to the White House, Washington Monument, Smithsonians and memorials.",Firefox,Tablet,happy
id10453,"This was such a wonderful surprise for my wife and me. We have stayed in about -- different hotels in Boston over the years, inlcuding places like The Four Seasons. The Eliot is just the best of them all. The rooms feel like you are in a comfortable home. The staff beds over backwards trying to fulfill your every need. It is quiet but in a superb location right on Comm Ave in Boston, within walking distance to everything. I not only couldn't recommend this hotel any more highly but my wife and I will return here from now on with every visit we make to Boston. Nice job and thanks for a great trip.",Firefox,Mobile,happy
id10455,My husband and I went to Washington DC for the first time. We are so glad we stayed at the Westin City Center. Everything was a short walk or a quick taxi ride away. The staff were greeting and there for us with whatever we needed. We had a couple of personal special circumstances and they were generous and thoughtful. The hotel was clean and well maintained. The heavenly bed and dark curtains made it luxurious to rest and sleep in a little.Thank you Westin!,InternetExplorer,Desktop,happy
id10456,"We went to Detroit for a baseball game ( our team lost to the kitties) the hotel is two blocks from Comerica , which was great . Has a excellent restaurant with a even better bar . Close to the people mover so we could go anywhere in the city with out driving , walking distance from Fox theatre also! Overall the hotel is clean , the staff is friendly and it's in a great location , only down fall was some street noise late at night , sounded like kids racing motorcycles.",Firefox,Desktop,happy
id10457,"I would definitely recommend staying at this hotel. I was in town for a conference and found the staff here to be so friendly and hospitable. From the airport shuttle driver, the concierges, the housekeeping staff, front desk staff and restaurant waitresses, they made my stay very comfortable. A special thanks to Shekal and Tanneshia.",InternetExplorer,Tablet,happy
id10459,"This is a very large resort that is sprawled out with different suites. We stayed in the Cambelback suites which is closer to the main lobby and water park. There is a resort fee that is tacked on and we were lucky enough that the water park was opened for the New Years weekend so at least felt we got something out of the resort fee. This resort offers golf, bike rentals, a jogging trail, golf and a spa. There are also a handful of pools to choose from if the water park is closed. The rooms and grounds were kept very clean and the staff is extremely friendly. I agree they could update the tv's but that is not really a complaint for me. The beds are extremely comfortable but do not consider the sofa bed a bed! Very uncomfortable.",Firefox,Tablet,happy
id10461,"Stayed at the Fairmont San Jose recently for a conference. It's pricey, but it must be the nicest hotel in downtown San Jose, and the room, food, and service were all top of the line. Really a very nice overall experience -- the conference ran like clockwork, the catering for the conference was akin to a five star restaurant's, and I really really miss that pillowtop mattress and sunken tub. Luxury all the way. The Fairmont made this trip more like a vacation than a business conference. I was wary since I have read some reviews that gave the Fairmont less than stellar ratings on customer service, but I was very impressed. From front desk people, to bussers at the conference meals, to securit when I locked myself out of the room, to room service waiters -- everyone at the Fairmont was helpful and cheerful and super friendly.",Firefox,Desktop,happy
id10462,"The location of this hotel is great if you need to be in downtown Denver. If you have a car, the parking is quite expensive. Also no free wi-fi. :( The service is generally very good and the staff is friendly; however one day they did not clean our room until very, very late. The manager did call to apologize. The bar at the top floor has a nice view. Go there for a drink or two. We have stayed here twice and would stay again.",Mozilla,Mobile,happy
id10470,"In the past year I've had the opportunity to stay at the New Yorker on several repeat trips . We had a couple of great rooms that stood out from the average room too for the same rate . No problems with any room other than one needed a few touchups and had a slow sink. That was the worst thing I can say . The location is ideal for getting around Manhattan . Penn Station , Macys , Post Office , Fashion District all close by and the walk to Broadway is easily done. One night when other family was busy I walked there and back in about -- minutes to grab an item I saw in a shop earlier.
The staff at the front desk of the New Yorker is excellent ,so willing to help and the restaurants are both fine even though quite different in decor.
 We dined at the Tic Tock many times over the trips and Coopers a couple times when we wanted some atmosphere . Never an issue , and the smiling staff members made our day.
Our rooms have always been clean and neat , well decorated . Housekeeping superb , never saw a bug , people aways cleaning during the day . It clearly shows they care .
My daughter lived there for part of her schooling and it gave my wife a secure feeling because the staff was so helpful. 
The place has chram and character . Love the history of the place too.
On any future trip to NYC it will be the first place I'd consider for a night or a week.",Firefox,Mobile,happy
id10471,"We have just returned from spending - nights at the Omni. We were greeted with smiles and a friendly helpful staff.The lobby is inviting and warmly decorated with an elegant charm. 
 Bring your appetite because the food is not only delicious but the portions are very generous. 
The rooms are quiet, clean, the beds very comfortable, and the complimentary robes are a nice touch.
The Hotel couldn't be more conveniently located. We spent - days walking everywhere. It is within walking distance of many of Boston's great attractions, shopping, dining and entertainment. We would not hesitate to recommend this hotel and look forward to staying here again.",Firefox,Desktop,happy
